nb_Company,Profit moyen,Profit cumulee,Trades,TP_Reached,SL_Reached,Duree_Max_Reached,Common_TP,Avg_SL,Avg_Levier,Avg_Duree,Avg_Investi,Avg_Perf_Normalisee
531,2.63%,16013.17€,608.0,317.0,29.0,262.0,50.68,7.03,3.39,1.85,1000.0,23.7
