nb_Company,Profit moyen,Profit cumulee,Trades,TP_Reached,SL_Reached,Duree_Max_Reached,Common_TP,Avg_SL,Avg_Levier,Avg_Duree,Avg_Investi,Avg_Perf_Normalisee
313,0.2%,17599.55€,8657.0,7620.0,95.0,942.0,88.59,6.17,1.27,3.14,1000.0,27.52
