Action,Best profit,TP optimal,SL optimal,levier optimal,dureeMax optimal,montantInvestit optimal,perfNormalisee optimal,NB trades,NB TP reached,NB SL reached,NB Duree max reached,TP values,SL values,levier values,Duree max values,montantInvestit values,perfNormalisee values
2025-06-09-16-20-57,0.087%,TP50,11,1,2,3000,90,47,38,0,9,"['TP30', 'TP50']","range(1, 41, 2)","[1, 2, 5]","range(1, 6)","range(1000, 4000, 1000)","range(60, 100, 10)"
2025-06-09-22-50-34,0.087%,TP50,11,1,2,3000,90,47,38,0,9,"['TP30', 'TP50']","range(1, 41, 2)","[1, 2, 5]","range(1, 6)","range(1000, 4000, 1000)","range(60, 100, 10)"
2025-06-18-13-01-28,-0.26%,TP100,3,1,1,1500,70,46,20,5,21,"['TP30', 'TP50', 'TP75', 'TP100']","range(1, 15)","[1, 2, 5]","range(1, 5)","range(500, 2000, 500)","range(30, 80, 10)"
2025-06-20-19-39-42,0.105%,TP100,13,1,4,1500,30,29,23,0,6,"['TP30', 'TP50', 'TP75', 'TP100']","range(1, 15)","[1, 2, 5]","range(1, 5)","range(500, 2000, 500)","range(30, 80, 10)"
2025-06-21-15-46-05,0.105%,100,13,1,4,1500,30,29,23,0,6,"[30, 50, 75, 100]","range(1, 15)","[1, 2, 5]","range(1, 5)","range(500, 2000, 500)","range(30, 80, 10)"
2025-06-21-16-43-17,0.105%,100,13,1,4,1500,30,29,23,0,6,"[30, 50, 75, 100]","range(1, 15)","[1, 2, 5]","range(1, 5)","range(500, 2000, 500)","range(30, 80, 10)"
2025-06-21-18-36-21,0.139%,70,4,1,2,1500,0,20,16,0,4,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(500, 1501, 500)","range(0, 100, 10)"
2025-06-22-17-26-21,0.072%,70,4,1,2,1000,0,20,16,0,4,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)"
2025-06-22-17-50-29,0.072%,70,4,1,2,1000,0,20,16,0,4,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)"
