nb_Company,Profit moyen,Profit cumulee,Trades,TP_Reached,SL_Reached,Duree_Max_Reached,Common_TP,Avg_SL,Avg_Levier,Avg_Duree,Avg_Investi,Avg_Perf_Normalisee
531,0.07%,10619.51€,15108.0,13354.0,135.0,1619.0,80.16,6.11,1.16,2.86,1000.0,20.53
