nb_Company,Profit moyen,Profit cumulee,Trades,TP_Reached,SL_Reached,Duree_Max_Reached,Common_TP,Avg_SL,Avg_Levier,Avg_Duree,Avg_Investi,Avg_Perf_Normalisee
327,0.3%,23712.72€,8034,6857,118,1059,84.92,6.15,1.34,3.06,1000.0,14.54
