Best profit,Profit cumulee,TP optimal,SL optimal,levier optimal,dureeMax optimal,montantInvestit optimal,perfNormalisee optimal,Company,NB trades,NB TP reached,NB SL reached,NB Duree max reached,TP values,SL values,levier values,Duree max values,montantInvestit values,perfNormalisee values,Date
1.402,42.05,20,8.0,5.0,1.0,1000.0,30.0,alten,3.0,3.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
4.069,40.69,90,13.0,2.0,1.0,1000.0,10.0,ventasInc,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
2.01,40.2,40,5.0,1.0,4.0,1000.0,0.0,eOnSeN,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.977,39.53,20,1.0,1.0,4.0,1000.0,10.0,altria,2.0,0.0,1.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.974,39.47,20,1.0,1.0,4.0,1000.0,10.0,altriaGroupInc,2.0,0.0,1.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
3.804,38.04,100,4.0,5.0,1.0,1000.0,70.0,dukeEnergyCorporationHoldin,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.898,37.95,100,2.0,1.0,3.0,1000.0,90.0,garminLtd,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.856,37.11,70,3.0,5.0,1.0,1000.0,80.0,atTInc,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.362,36.21,20,4.0,1.0,4.0,1000.0,50.0,rweAgI,10.0,9.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.8,36.0,30,3.0,1.0,4.0,1000.0,20.0,hcaHealthcareInc,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
3.547,35.47,30,1.0,5.0,1.0,1000.0,20.0,erieIndemnityCompany,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.77,35.41,20,8.0,5.0,1.0,1000.0,0.0,capgemini,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
3.468,34.68,50,3.0,5.0,1.0,1000.0,50.0,freseniusSeCoKgaaI,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.156,34.68,50,3.0,1.0,3.0,1000.0,40.0,fordMotorCompany,3.0,2.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.69,34.49,100,9.0,1.0,4.0,1000.0,30.0,brenntagSeN,5.0,2.0,0.0,3.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
3.424,34.24,20,1.0,1.0,3.0,1000.0,20.0,morganStanley,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.079,32.37,50,3.0,1.0,3.0,1000.0,40.0,ford,3.0,2.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
3.002,30.02,100,8.0,1.0,1.0,1000.0,40.0,theHartfordInsuranceGroupI,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.493,29.56,20,6.0,1.0,4.0,1000.0,60.0,wppPlc,6.0,6.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.966,28.99,60,11.0,2.0,1.0,1000.0,80.0,deutscheBankAgN,3.0,2.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
2.88,28.8,50,2.0,1.0,2.0,1000.0,10.0,sterisPlcIreland,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.692,27.69,40,6.0,5.0,1.0,1000.0,10.0,paccarInc,4.0,2.0,1.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
2.725,27.25,80,1.0,1.0,4.0,1000.0,0.0,immobiliereDassault,1.0,0.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.386,27.02,100,2.0,1.0,3.0,1000.0,50.0,porscheAutomobilHoldingSeI,7.0,3.0,1.0,3.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
2.605,26.05,20,2.0,1.0,2.0,1000.0,0.0,klaCorporation,1.0,0.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
2.536,25.36,100,12.0,1.0,4.0,1000.0,0.0,extraSpaceStorageInc,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.258,25.16,50,1.0,5.0,1.0,1000.0,10.0,franklinResourcesInc,2.0,1.0,1.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.765,22.96,100,10.0,5.0,1.0,1000.0,80.0,sapSeI,3.0,2.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.134,22.68,100,10.0,5.0,1.0,1000.0,0.0,williamsCompaniesIncThe,2.0,1.0,1.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.107,22.14,10,7.0,5.0,1.0,1000.0,0.0,costcoWholesaleCorporation,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.532,21.29,40,6.0,5.0,1.0,1000.0,10.0,publicisGroupeSa,4.0,1.0,0.0,3.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.062,21.24,70,4.0,5.0,1.0,1000.0,30.0,kkrCoInc,2.0,0.0,1.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.993,19.93,10,10.0,2.0,1.0,1000.0,40.0,americanInternationalGroupI,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.977,19.55,50,5.0,1.0,3.0,1000.0,60.0,oneok,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.969,19.38,50,5.0,1.0,3.0,1000.0,60.0,oneokInc,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.345,17.23,20,10.0,2.0,1.0,1000.0,0.0,carrefour,5.0,3.0,0.0,2.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.617,16.17,100,4.0,1.0,3.0,1000.0,40.0,lOreal,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.314,15.69,100,2.0,1.0,3.0,1000.0,0.0,britishAmericanTobacco,5.0,1.0,0.0,4.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.555,15.55,10,2.0,1.0,3.0,1000.0,10.0,cardinalHealthInc,1.0,0.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.549,15.49,20,1.0,5.0,1.0,1000.0,10.0,gskPlc,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.491,14.74,20,3.0,5.0,1.0,1000.0,0.0,cnaFinancialCorporation,3.0,2.0,1.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.386,13.86,20,8.0,5.0,1.0,1000.0,10.0,drIngHCFPorscheAgI,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
1.18,11.8,20,2.0,1.0,4.0,1000.0,0.0,creditAgricole,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.196,9.81,20,6.0,1.0,3.0,1000.0,10.0,mAndG,5.0,4.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.939,9.39,10,13.0,5.0,1.0,1000.0,10.0,charlesSchwabCorporationThe,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.228,4.57,100,2.0,1.0,3.0,1000.0,20.0,prudentialFinancialInc,2.0,1.0,1.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.207,4.13,30,4.0,1.0,3.0,1000.0,70.0,mtuAeroEnginesAgN,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.145,2.91,10,5.0,1.0,2.0,1000.0,20.0,camdenPropertyTrust,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.105,1.05,10,4.0,1.0,4.0,1000.0,0.0,seagateTechnologyHoldingsPlc,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.0,0.0,0,1.0,1.0,1.0,1000.0,0.0,cencoraInc,0.0,0.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.0,0.0,0,1.0,1.0,1.0,1000.0,0.0,bpPLC,0.0,0.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.0,0.0,0,1.0,1.0,1.0,1000.0,0.0,boiron,0.0,0.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.0,0.0,0,1.0,1.0,1.0,1000.0,0.0,bakerHughesCompany,0.0,0.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.0,0.0,0,1.0,1.0,1.0,1000.0,0.0,dbaSempra,0.0,0.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.0,0.0,0,1.0,1.0,1.0,1000.0,0.0,internationalPaperCompany,0.0,0.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.0,0.0,0,1.0,1.0,1.0,1000.0,0.0,microsoftCorporation,0.0,0.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.0,0.0,0,1.0,1.0,1.0,1000.0,0.0,essilorluxottica,0.0,0.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.0,0.0,0,1.0,1.0,1.0,1000.0,0.0,jdComInc,0.0,0.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
0.0,0.0,0,1.0,1.0,1.0,1000.0,0.0,mcdonaldSCorporation,0.0,0.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-0.103,-1.03,20,5.0,1.0,1.0,1000.0,0.0,antinInfraPartners,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-0.04,-1.19,20,3.0,1.0,1.0,1000.0,0.0,phoenixGroup,3.0,2.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-0.22,-2.2,0,4.0,1.0,1.0,1000.0,0.0,mondelezInternationalInc,1.0,1.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-0.22,-4.4,0,3.0,1.0,1.0,1000.0,0.0,cmeGroupInc,2.0,2.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-0.104,-5.21,10,3.0,1.0,2.0,1000.0,0.0,deutscheTelekomAgN,5.0,4.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-0.22,-6.6,0,12.0,1.0,1.0,1000.0,0.0,tkoGroupHoldingsInc,3.0,3.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-0.22,-6.6,0,2.0,1.0,1.0,1000.0,0.0,muenchenerRueckversGesAgV,3.0,3.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-0.149,-7.46,10,3.0,1.0,2.0,1000.0,0.0,deutscheTelekom,5.0,4.0,0.0,1.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-1.219,-12.19,0,1.0,1.0,1.0,1000.0,0.0,occidentalPetroleumCorporatio,1.0,0.0,1.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-0.22,-13.2,0,6.0,1.0,1.0,1000.0,0.0,deutscheBoerseAgN,6.0,6.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
-0.22,-26.4,0,4.0,1.0,1.0,1000.0,0.0,vodafoneGroupPlc,12.0,12.0,0.0,0.0,"range(0, 101, 10)","range(1, 15)","[1, 2, 5]","range(1, 5)","range(1000, 1001, 500)","range(0, 100, 10)",2025-06-28
,,,,,,,,3MCompany,,,,,,,,,,,2025-06-28
,,,,,,,,abbottLaboratories,,,,,,,,,,,2025-06-28
,,,,,,,,abbvieInc,,,,,,,,,,,2025-06-28
,,,,,,,,accenturePlc,,,,,,,,,,,2025-06-28
,,,,,,,,adidasAgN,,,,,,,,,,,2025-06-28
,,,,,,,,aflacIncorporated,,,,,,,,,,,2025-06-28
,,,,,,,,airbusSe,,,,,,,,,,,2025-06-28
,,,,,,,,airLiquide,,,,,,,,,,,2025-06-28
,,,,,,,,airProductsAndChemicalsInc,,,,,,,,,,,2025-06-28
,,,,,,,,albemarleCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,alexandriaRealEstateEquities,,,,,,,,,,,2025-06-28
,,,,,,,,allegionPlc,,,,,,,,,,,2025-06-28
,,,,,,,,alliantEnergyCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,allstateCorporationThe,,,,,,,,,,,2025-06-28
,,,,,,,,alphabetInc,,,,,,,,,,,2025-06-28
,,,,,,,,amcorPlc,,,,,,,,,,,2025-06-28
,,,,,,,,amerenCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,americanElectricPowerCompany,,,,,,,,,,,2025-06-28
,,,,,,,,americanExpressCompany,,,,,,,,,,,2025-06-28
,,,,,,,,americanTowerCorporationRei,,,,,,,,,,,2025-06-28
,,,,,,,,americanWaterWorksCompanyI,,,,,,,,,,,2025-06-28
,,,,,,,,ameripriseFinancialInc,,,,,,,,,,,2025-06-28
,,,,,,,,ametekInc,,,,,,,,,,,2025-06-28
,,,,,,,,amgenInc,,,,,,,,,,,2025-06-28
,,,,,,,,amphenolCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,analogDevicesInc,,,,,,,,,,,2025-06-28
,,,,,,,,aonPlc,,,,,,,,,,,2025-06-28
,,,,,,,,aOSmithCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,apaCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,appleInc,,,,,,,,,,,2025-06-28
,,,,,,,,appliedMaterialsInc,,,,,,,,,,,2025-06-28
,,,,,,,,arcelormittalSa,,,,,,,,,,,2025-06-28
,,,,,,,,archerDanielsMidlandCompany,,,,,,,,,,,2025-06-28
,,,,,,,,arthurJGallagherCo,,,,,,,,,,,2025-06-28
,,,,,,,,assurantInc,,,,,,,,,,,2025-06-28
,,,,,,,,atmosEnergyCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,automaticDataProcessingInc,,,,,,,,,,,2025-06-28
,,,,,,,,averyDennisonCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,ballCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,bankOfAmericaCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,baxterInternationalInc,,,,,,,,,,,2025-06-28
,,,,,,,,bectonDickinsonAndCompany,,,,,,,,,,,2025-06-28
,,,,,,,,beiersdorfAgI,,,,,,,,,,,2025-06-28
,,,,,,,,bestBuyCoInc,,,,,,,,,,,2025-06-28
,,,,,,,,bioTechneCorp,,,,,,,,,,,2025-06-28
,,,,,,,,blackrockInc,,,,,,,,,,,2025-06-28
,,,,,,,,bookingHoldingsIncCommonSt,,,,,,,,,,,2025-06-28
,,,,,,,,bristolMyersSquibbCompany,,,,,,,,,,,2025-06-28
,,,,,,,,broadcomInc,,,,,,,,,,,2025-06-28
,,,,,,,,broadridgeFinancialSolutions,,,,,,,,,,,2025-06-28
,,,,,,,,brownBrownInc,,,,,,,,,,,2025-06-28
,,,,,,,,bungeLimited,,,,,,,,,,,2025-06-28
,,,,,,,,capitalOneFinancialCorporati,,,,,,,,,,,2025-06-28
,,,,,,,,carrierGlobalCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,caterpillarInc,,,,,,,,,,,2025-06-28
,,,,,,,,cboeGlobalMarketsInc,,,,,,,,,,,2025-06-28
,,,,,,,,cdwCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,centerpointEnergyIncHoldin,,,,,,,,,,,2025-06-28
,,,,,,,,cfIndustriesHoldingsInc,,,,,,,,,,,2025-06-28
,,,,,,,,chevron,,,,,,,,,,,2025-06-28
,,,,,,,,chevronCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,cHRobinsonWorldwideInc,,,,,,,,,,,2025-06-28
,,,,,,,,chubbLimited,,,,,,,,,,,2025-06-28
,,,,,,,,churchDwightCompanyInc,,,,,,,,,,,2025-06-28
,,,,,,,,cincinnatiFinancialCorporatio,,,,,,,,,,,2025-06-28
,,,,,,,,cintasCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,ciscoSystemsInc,,,,,,,,,,,2025-06-28
,,,,,,,,citigroupInc,,,,,,,,,,,2025-06-28
,,,,,,,,citizensFinancialGroupInc,,,,,,,,,,,2025-06-28
,,,,,,,,cloroxCompanyThe,,,,,,,,,,,2025-06-28
,,,,,,,,cmsEnergyCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,cocaColaCompanyThe,,,,,,,,,,,2025-06-28
,,,,,,,,cognizantTechnologySolutions,,,,,,,,,,,2025-06-28
,,,,,,,,colgatePalmoliveCompany,,,,,,,,,,,2025-06-28
,,,,,,,,comcastCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,conagraBrandsInc,,,,,,,,,,,2025-06-28
,,,,,,,,conocophillips,,,,,,,,,,,2025-06-28
,,,,,,,,consolidatedEdisonInc,,,,,,,,,,,2025-06-28
,,,,,,,,constellationBrandsInc,,,,,,,,,,,2025-06-28
,,,,,,,,constellationEnergyCorporatio,,,,,,,,,,,2025-06-28
,,,,,,,,corningIncorporated,,,,,,,,,,,2025-06-28
,,,,,,,,cortevaInc,,,,,,,,,,,2025-06-28
,,,,,,,,coterraEnergyInc,,,,,,,,,,,2025-06-28
,,,,,,,,crownCastleInc,,,,,,,,,,,2025-06-28
,,,,,,,,csxCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,cumminsInc,,,,,,,,,,,2025-06-28
,,,,,,,,cvsHealthCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,danaherCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,dardenRestaurantsInc,,,,,,,,,,,2025-06-28
,,,,,,,,dassaultSystemes,,,,,,,,,,,2025-06-28
,,,,,,,,deereCompany,,,,,,,,,,,2025-06-28
,,,,,,,,dellTechnologiesInc,,,,,,,,,,,2025-06-28
,,,,,,,,deltaAirLinesInc,,,,,,,,,,,2025-06-28
,,,,,,,,devonEnergyCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,diamondbackEnergyInc,,,,,,,,,,,2025-06-28
,,,,,,,,digitalRealtyTrustInc,,,,,,,,,,,2025-06-28
,,,,,,,,dollarGeneralCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,dominionEnergyInc,,,,,,,,,,,2025-06-28
,,,,,,,,doverCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,dowInc,,,,,,,,,,,2025-06-28
,,,,,,,,dRHortonInc,,,,,,,,,,,2025-06-28
,,,,,,,,dteEnergyCompany,,,,,,,,,,,2025-06-28
,,,,,,,,dupontDeNemoursInc,,,,,,,,,,,2025-06-28
,,,,,,,,eastmanChemicalCompany,,,,,,,,,,,2025-06-28
,,,,,,,,eatonCorporationPlc,,,,,,,,,,,2025-06-28
,,,,,,,,ebayInc,,,,,,,,,,,2025-06-28
,,,,,,,,ecolabInc,,,,,,,,,,,2025-06-28
,,,,,,,,edisonInternational,,,,,,,,,,,2025-06-28
,,,,,,,,electronicArtsInc,,,,,,,,,,,2025-06-28
,,,,,,,,elevanceHealthInc,,,,,,,,,,,2025-06-28
,,,,,,,,eliLillyAndCompany,,,,,,,,,,,2025-06-28
,,,,,,,,emersonElectricCompany,,,,,,,,,,,2025-06-28
,,,,,,,,entergyCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,eogResourcesInc,,,,,,,,,,,2025-06-28
,,,,,,,,eqtCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,equifaxInc,,,,,,,,,,,2025-06-28
,,,,,,,,essexPropertyTrustInc,,,,,,,,,,,2025-06-28
,,,,,,,,esteeLauderCompaniesIncT,,,,,,,,,,,2025-06-28
,,,,,,,,everestGroupLtd,,,,,,,,,,,2025-06-28
,,,,,,,,evergyInc,,,,,,,,,,,2025-06-28
,,,,,,,,eversourceEnergyDBA,,,,,,,,,,,2025-06-28
,,,,,,,,exelonCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,expeditorsInternationalOfWas,,,,,,,,,,,2025-06-28
,,,,,,,,exxonMobilCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,factsetResearchSystemsInc,,,,,,,,,,,2025-06-28
,,,,,,,,fastenalCompany,,,,,,,,,,,2025-06-28
,,,,,,,,federalRealtyInvestmentTrust,,,,,,,,,,,2025-06-28
,,,,,,,,fedexCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,fifthThirdBancorp,,,,,,,,,,,2025-06-28
,,,,,,,,firstenergyCorp,,,,,,,,,,,2025-06-28
,,,,,,,,fortiveCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,foxCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,geAerospace,,,,,,,,,,,2025-06-28
,,,,,,,,geHealthcareTechnologiesInc,,,,,,,,,,,2025-06-28
,,,,,,,,generalDynamicsCorporation,,,,,,,,,,,2025-06-28
,,,,,,,,generalMillsInc,,,,,,,,,,,2025-06-28
,,,,,,,,generalMotorsCompany,,,,,,,,,,,2025-06-28
,,,,,,,,genuinePartsCompany,,,,,,,,,,,2025-06-28
,,,,,,,,geVernovaInc,,,,,,,,,,,2025-06-28
,,,,,,,,gileadSciencesInc,,,,,,,,,,,2025-06-28
,,,,,,,,globalPaymentsInc,,,,,,,,,,,2025-06-28
,,,,,,,,globeLifeInc,,,,,,,,,,,2025-06-28
,,,,,,,,goldmanSachsGroupIncThe,,,,,,,,,,,2025-06-28
,,,,,,,,haleonPlc,,,,,,,,,,,2025-06-28
,,,,,,,,halliburtonCompany,,,,,,,,,,,2025-06-28
