nb_Company,Profit moyen,Profit cumulee,Trades,TP_Reached,SL_Reached,Duree_Max_Reached,Common_TP,Avg_SL,Avg_Levier,Avg_Duree,Avg_Investi,Avg_Perf_Normalisee
156,3.51%,14233.04€,405.0,212.0,26.0,167.0,55.51,6.48,3.7,1.73,1000.0,11.43
