Action,Best profit,TP optimal,SL optimal,levier optimal,dureeMax optimal,montantInvestit optimal,perfNormalisee optimal,NB trades,NB TP reached,NB SL reached,NB Duree max reached,TP values,SL values,levier values,Duree max values,montantInvestit values,perfNormalisee values
2025-06-03-16-01-59,-0.335%,TP50,10,1,1,4000,20,153,77,0,76,['TP50'],"range(10, 41, 4)","[1, 2, 5]","range(1, 6)","range(3000, 5000, 1000)","range(0, 50, 10)"
2025-06-03-16-05-09,-0.285%,TP75,10,1,4,4000,0,136,83,3,50,"['TP30', 'TP50', 'TP75']","range(10, 41, 4)","[1, 2, 5]","range(1, 6)","range(3000, 5000, 1000)","range(0, 50, 5)"
2025-06-03-16-13-53,-0.3%,TP100,10,1,4,2000,0,136,77,3,56,"['TP50', 'TP75', 'TP100']","range(10, 41, 2)","[1, 2, 5]","range(1, 6)","range(1000, 3000, 1000)","range(0, 50, 5)"
2025-06-03-16-22-08,-0.3%,TP100,10,1,4,2000,0,136,77,3,56,"['TP75', 'TP100']","range(10, 41, 2)","[1, 2, 5]","range(1, 6)","range(1000, 3000, 1000)","range(-50, 50, 5)"
2025-06-03-16-26-23,-0.229%,TP100,1,1,2,2000,0,136,45,71,20,['TP100'],"range(1, 41, 2)","[1, 2, 5]","range(1, 6)","range(1000, 3000, 1000)","range(0, 50, 5)"
2025-06-03-16-27-37,-0.273%,TP100,1,1,2,2000,40,170,56,89,25,['TP100'],"range(1, 41, 2)","[1, 2, 5]","range(1, 6)","range(1000, 3000, 1000)","range(40, 50, 5)"
2025-06-03-16-30-18,0.318%,TP100,1,5,3,1000,-100,40,0,36,4,['TP100'],"range(1, 41, 2)","[1, 2, 5]","range(1, 6)","range(1000, 3000, 1000)","range(-100, -50, 5)"
